Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
28116.2477,Bacteroides ovatus 1001275B_160808_G1,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001275B_160808_G1,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15532753,GCA_015557725.1,,JADNOU000000000,,,Illumina HiSeq,29.08x,SPAdes v. 3.10.1,,,75,6725938,41.8977,12,180192,65,3,,5544,99.5,99.1,,100,,stool,,8/8/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:41:15.104Z,2024-02-12T14:41:15.104Z
28116.255,Bacteroides ovatus 1001275st1_B11_RTP21400_201112,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001275st1_B11_RTP21400_201112,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41371815,GCA_039755675.1,,JBDMMV000000000,,,Illumina,27.2x,SPAdes v. v3.14.1,,,100,7107489,42.19196,18,149902,69,3,,6040,99.3,98.8,,100,,rich broth,,11/12/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-07T17:42:07.648Z,2024-07-07T17:42:07.648Z
28116.2551,Bacteroides ovatus 1001275st1_H2_RTP21400_201112,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001275st1_H2_RTP21400_201112,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41371816,GCA_039755635.1,,JBDMMU000000000,,,Illumina,24.6x,SPAdes v. v3.14.1,,,92,7087013,42.20569,18,149808,68,3,,6015,99.3,98.7,0.2,100,,rich broth,,11/12/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-07T18:01:50.970Z,2024-07-07T18:01:50.970Z
28116.248,Bacteroides ovatus 1001283B150225_161107_D3,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001283B150225_161107_D3,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15532699,GCA_015557705.1,,JADNOV000000000,,,Illumina HiSeq,27.15x,SPAdes v. 3.10.1,,,73,6859386,42.25781,10,223605,63,6,,5603,99.5,98.7,0.2,100,,stool,,11/7/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-23T22:01:05.290Z,2024-02-23T22:01:05.290Z
28116.2472,Bacteroides ovatus 1001311H_170123_H2,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001311H_170123_H2,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15533044,GCA_015554685.1,,JADNJA000000000,,,Illumina HiSeq,30.94x,SPAdes v. 3.10.1,,,83,6816717,41.89083,10,186508,64,4,,5455,99.5,98.7,,100,,stool,,1/23/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:36:40.258Z,2024-02-12T14:36:40.258Z
28116.2475,Bacteroides ovatus 1001713B170207_170306_D4,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001713B170207_170306_D4,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15533245,GCA_015556825.1,,JADNNE000000000,,,Illumina HiSeq,14.82x,SPAdes v. 3.10.1,,,121,7405181,42.113655,15,152580,72,7,,6272,99.5,98.7,,100,,stool,,3/6/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:40:59.645Z,2024-02-12T14:40:59.645Z
28116.2464,Bacteroides ovatus 1001713B170214_170313_E4,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1001713B170214_170313_E4,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15532583,GCA_015550105.1,,JADNAD000000000,,,Illumina HiSeq,27.55x,SPAdes v. 3.10.1,,,80,6736103,41.984493,13,180857,64,8,,5409,99.4,98.8,,100,,stool,,3/13/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:27:38.064Z,2024-02-12T14:27:38.064Z
28116.2565,Bacteroides ovatus 1010st1_C12_1010SCRN_200918,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1010st1_C12_1010SCRN_200918,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41376020,GCA_039761415.1,,JBDMWY000000000,,,Illumina,23.6x,SPAdes v. v3.14.1,,,70,6865818,41.689217,12,196450,61,3,,5360,99.4,98.7,0.2,100,,rich broth,,9/18/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-08T01:02:08.834Z,2024-07-08T01:02:08.834Z
28116.2567,Bacteroides ovatus 1010st1_E11_1010SCRN_200918,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1010st1_E11_1010SCRN_200918,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41376021,GCA_039761495.1,,JBDMWX000000000,,,Illumina,20.9x,SPAdes v. v3.14.1,,,482,7563690,41.797653,8,297351,60,4,,6356,99.3,93.1,14.5,100,,rich broth,,9/18/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-08T01:11:05.346Z,2024-07-08T01:11:05.346Z
28116.2562,Bacteroides ovatus 1010st2_B4_1010SCRN_200918,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1010st2_B4_1010SCRN_200918,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41376022,GCA_039761395.1,,JBDMWW000000000,,,Illumina,27.2x,SPAdes v. v3.14.1,,,46,6666270,41.847614,8,285628,59,5,,5240,99.5,99.1,0.2,100,,rich broth,,9/18/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-08T01:02:05.853Z,2024-07-08T01:02:05.853Z
28116.2561,Bacteroides ovatus 1010st2_D7_1010SCRN_200918,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1010st2_D7_1010SCRN_200918,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41376023,GCA_039761335.1,,JBDMWV000000000,,,Illumina,23.8x,SPAdes v. v3.14.1,,,44,6678216,41.848137,7,285628,58,4,,5253,99.5,99.1,0.2,100,,rich broth,,9/18/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-08T01:05:09.819Z,2024-07-08T01:05:09.819Z
28116.2563,Bacteroides ovatus 1010st2_H1_1010SCRN_200918,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1010st2_H1_1010SCRN_200918,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41376024,GCA_039761355.1,,JBDMWU000000000,,,Illumina,25x,SPAdes v. v3.14.1,,,72,6666945,41.84728,12,182379,59,4,,5249,99.5,99,0.2,100,,rich broth,,9/18/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-08T01:02:14.907Z,2024-07-08T01:02:14.907Z
28116.2558,Bacteroides ovatus 1010st2_H4_1010SCRN_200918,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,1010st2_H4_1010SCRN_200918,,,,,,,,,,,,,,,,,,,,Good,2024-05-22T00:00:00Z,,,PRJNA1093465,SAMN41376025,GCA_039761315.1,,JBDMWT000000000,,,Illumina,23.8x,SPAdes v. v3.14.1,,,53,6667154,41.844627,10,247051,61,4,,5260,99.5,99,0.4,100,,rich broth,,9/18/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-07-08T01:01:58.518Z,2024-07-08T01:01:58.518Z
28116.2361,Bacteroides ovatus 16-6-I_5_MM,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,16-6-I_5_MM,,,,,,,,,,,,,,,,,,,,Good,2023-11-12T00:00:00Z,,,PRJNA1029629,SAMN37875513,GCA_033550045.1,,JAWUDM000000000,,,Illumina NovaSeq,249.5x,Unicycler v. 0.4.8,,,117,6376346,41.856606,17,128692,62,2,,5264,99.4,98.7,0.2,100,,stool,,2011,2011,,Canada,,,,North America,Canada: Guelph,,Homo sapiens,Human,,,,Human,,,,,,2023-11-24T23:27:32.756Z,2023-11-24T23:27:32.756Z
28116.2629,Bacteroides ovatus 19-1_35,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,19-1_35,,,,,,,,,,,,,,,,,,,,Good,2025-01-22T00:00:00Z,,,PRJNA1060349,SAMN43247925,,,JBKTFW000000000,,,Illumina NextSeq,26.49253737278869x,SPAdes v. 3.14.0,,,74,6034939,41.770668,15,137795,54,6,,4886,97.2,96.2,2.1,93.6,,infant stool,,3/12/18,2018,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:19-1,sample_type:metagenomic assembly,,2025-04-18T22:18:12.852Z,2025-04-18T22:18:12.852Z
28116.263,Bacteroides ovatus 20-1_06,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,20-1_06,,,,,,,,,,,,,,,,,,,,Good,2025-01-22T00:00:00Z,,,PRJNA1060349,SAMN43248028,,,JBKTOI000000000,,,Illumina NextSeq,44.10847580749938x,SPAdes v. 3.14.0,,,139,6288333,41.595417,21,102565,27,,,5034,95.9,92.8,6.2,89.7,,infant stool,,7/2/11,2011,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:20-1,sample_type:metagenomic assembly,,2025-04-18T22:25:48.164Z,2025-04-18T22:25:48.164Z
