Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
1304.2205,Streptococcus salivarius 1001254J_160919_F11,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001254J_160919_F11,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15532864,GCA_015555465.1,,JADNKO000000000,,,Illumina HiSeq,86.05x,SPAdes v. 3.10.1,,,46,2192445,39.710567,6,123223,43,3,,2055,99.9,99.3,0.2,100,,stool,,9/19/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:38:07.287Z,2024-02-12T14:38:07.287Z
1304.2009,Streptococcus salivarius 1001262st1_F5_1001262B_160229,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001262st1_F5_1001262B_160229,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322936,GCA_028325845.1,,JAQMJQ000000000,,,Illumina HiSeq,90.34115234389172x,SPAdes v. 3.10.1,,,48,2160936,39.767605,6,123421,43,3,,2032,99.9,99.3,0.2,100,,,,2/29/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:45:54.170Z,2023-02-15T03:45:54.170Z
1304.201,Streptococcus salivarius 1001262st1_G11_1001262B_160229,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001262st1_G11_1001262B_160229,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322937,GCA_028325825.1,,JAQMJP000000000,,,Illumina HiSeq,91.28142935635694x,SPAdes v. 3.10.1,,,48,2150865,39.74696,6,123082,43,3,,2026,99.9,99.3,0.2,100,,,,2/29/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:45:54.889Z,2023-02-15T03:45:54.889Z
1304.2198,Streptococcus salivarius 1001283B150209_150212_H2,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001283B150209_150212_H2,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15532919,GCA_015547085.1,,JADMUM000000000,,,Illumina HiSeq,87.37x,SPAdes v. 3.10.1,,,262,2170919,39.868553,52,13571,20,4,,2204,99.7,96.8,7.9,99.8,,stool,,2/12/15,2015,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:24:34.119Z,2024-02-12T14:24:34.119Z
1304.2007,Streptococcus salivarius 1001283st1_B9_1001283B150217_161031,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001283st1_B9_1001283B150217_161031,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322938,GCA_028325775.1,,JAQMJO000000000,,,Illumina HiSeq,85.59010308582299x,SPAdes v. 3.10.1,,,24,2193907,39.90635,3,244839,44,4,,2042,99.6,99.2,,100,,,,10/31/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:46:12.503Z,2023-02-15T03:46:12.503Z
1304.1999,Streptococcus salivarius 1001283st1_F4_1001283B150210_160208,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001283st1_F4_1001283B150210_160208,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322939,GCA_028325485.1,,JAQMJN000000000,,,Illumina HiSeq,75.19794993129672x,SPAdes v. 3.10.1,,,26,2182553,39.89816,3,244421,44,3,,2031,99.7,99.3,,100,,,,2/8/16,2016,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:46:23.694Z,2023-02-15T03:46:23.694Z
1304.2003,Streptococcus salivarius 1001283st1_H4_1001283B150209_150212,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001283st1_H4_1001283B150209_150212,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322940,GCA_028325665.1,,JAQMJM000000000,,,Illumina HiSeq,63.319805769967175x,SPAdes v. 3.10.1,,,23,2187366,39.905895,3,244421,44,3,,2039,99.6,99.2,,100,,,,2/12/15,2015,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:45:50.013Z,2023-02-15T03:45:50.013Z
1304.2207,Streptococcus salivarius 1001713B170131_170501_D3,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001713B170131_170501_D3,,,,,,,,,,,,,,,,,,,,Good,2020-11-17T00:00:00Z,,,PRJNA637878,SAMN15532810,GCA_015556225.1,,JADNLY000000000,,,Illumina HiSeq,92.83x,SPAdes v. 3.10.1,,,18,2108549,39.990906,3,283724,44,3,,1963,99.9,99.3,0.2,100,,stool,,5/1/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-02-12T14:39:15.097Z,2024-02-12T14:39:15.097Z
1304.2001,Streptococcus salivarius 1001713st1_A2_1001713B170131_170501,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001713st1_A2_1001713B170131_170501,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322941,GCA_028325525.1,,JAQMJL000000000,,,Illumina HiSeq,62.762968895037304x,SPAdes v. 3.10.1,,,19,2156556,39.927094,2,416459,44,5,,1986,99.7,99.6,,100,,,,5/1/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:45:45.668Z,2023-02-15T03:45:45.668Z
1304.2006,Streptococcus salivarius 1001713st1_D3_1001713B170207_170306,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001713st1_D3_1001713B170207_170306,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322942,GCA_028325655.1,,JAQMJK000000000,,,Illumina HiSeq,55.60220665036326x,SPAdes v. 3.10.1,,,14,2158320,39.933117,2,416873,44,4,,1982,99.7,99.6,,100,,,,3/6/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:46:37.664Z,2023-02-15T03:46:37.664Z
1304.2,Streptococcus salivarius 1001713st1_G9_1001713B170207_170306,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,1001713st1_G9_1001713B170207_170306,,,,,,,,,,,,,,,,,,,,Good,2023-01-30T00:00:00Z,,,PRJNA880610,SAMN31322943,GCA_028325505.1,,JAQMJJ000000000,,,Illumina HiSeq,47.36640275456343x,SPAdes v. 3.10.1,,,11,2154846,39.91476,2,612212,39,5,,1976,99.7,99.6,,100,,,,3/6/17,2017,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T03:45:44.926Z,2023-02-15T03:45:44.926Z
1304.2402,Streptococcus salivarius 14-1_06,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,14-1_06,,,,,,,,,,,,,,,,,,,,Good,2025-01-21T00:00:00Z,,,PRJNA1060349,SAMN43247621,,,JBKSWN000000000,,,Illumina NextSeq,11.40452064639622x,SPAdes v. 3.14.0,,,24,1967462,39.896748,4,162440,22,3,,1911,96.8,96,1.2,94.1,,infant stool,,2/11/11,2011,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:14-1,sample_type:metagenomic assembly,,2025-04-18T22:07:01.893Z,2025-04-18T22:07:01.893Z
1304.2345,Streptococcus salivarius 14-1_25,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,14-1_25,,,,,,,,,,,,,,,,,,,,Good,2025-01-21T00:00:00Z,,,PRJNA1060349,SAMN43247640,,,JBKSYP000000000,,,Illumina NextSeq,7.135401116290179x,SPAdes v. 3.14.0,,,332,2277544,39.54309,48,11563,10,2,,2580,95.5,87.9,23.1,89.4,,infant stool,,1/13/13,2013,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:14-1,sample_type:metagenomic assembly,,2025-02-03T20:07:20.333Z,2025-02-03T20:07:20.333Z
1304.2401,Streptococcus salivarius 14-1_29,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,14-1_29,,,,,,,,,,,,,,,,,,,,Good,2025-01-21T00:00:00Z,,,PRJNA1060349,SAMN43247644,,,JBKSUQ000000000,,,Illumina NextSeq,48.566742182817535x,SPAdes v. 3.14.0,,,21,2220717,39.820675,4,245654,44,13,,2097,99.5,99,1.2,98.8,,infant stool,,10/11/10,2010,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:14-1,sample_type:metagenomic assembly,,2025-04-18T22:04:04.472Z,2025-04-18T22:04:04.472Z
1304.2344,Streptococcus salivarius 14-1_64,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,14-1_64,,,,,,,,,,,,,,,,,,,,Good,2025-01-21T00:00:00Z,,,PRJNA1060349,SAMN43247679,,,JBKTAQ000000000,,,Oxford Nanopore MinION,5.794969834636143x,Flye v. 2.8.1,,,16,1854937,40.381424,4,213456,56,18,,2413,97.7,90.8,,95.8,,infant stool,,12/31/17,2017,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:14-1,sample_type:metagenomic assembly,,2025-02-03T19:58:22.321Z,2025-02-03T19:58:22.321Z
1304.2342,Streptococcus salivarius 14-2_06,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,14-2_06,,,,,,,,,,,,,,,,,,,,Good,2025-01-21T00:00:00Z,,,PRJNA1060349,SAMN43247698,,,JBKTCI000000000,,,Illumina NextSeq,13.515250444608498x,SPAdes v. 3.14.0,,,356,1741982,39.822327,72,6010,19,,,2090,96.2,89.5,20.7,95.8,,infant stool,,2/12/11,2011,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:14-2,sample_type:metagenomic assembly,,2025-02-03T20:00:18.647Z,2025-02-03T20:00:18.647Z
1304.2343,Streptococcus salivarius 14-2_28,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,14-2_28,,,,,,,,,,,,,,,,,,,,Good,2025-01-21T00:00:00Z,,,PRJNA1060349,SAMN43247720,,,JBKTBC000000000,,,Illumina NextSeq,44.231651835912274x,SPAdes v. 3.14.0,,,168,2030353,39.932632,26,22277,19,1,,2149,95.4,91.5,,95.8,,infant stool,,10/11/10,2010,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:14-2,sample_type:metagenomic assembly,,2025-02-03T20:00:07.621Z,2025-02-03T20:00:07.621Z
1304.2348,Streptococcus salivarius 17-2_10,,1304,131567;2;1783272;1239;91061;186826;1300;1301;1304,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,WGS,17-2_10,,,,,,,,,,,,,,,,,,,,Good,2025-01-22T00:00:00Z,,,PRJNA1060349,SAMN43247826,,,JBKUCQ000000000,,,Illumina NextSeq,8.421520121896567x,SPAdes v. 3.14.0,,,353,1673550,40.0238,81,6172,23,3,,2033,96.6,91.5,4.3,91.7,,infant stool,,7/19/11,2011,,USA,,,,North America,USA: Saint Louis,,Homo sapiens,Human,,,,Human,,,host_subject_id:17-2,sample_type:metagenomic assembly,,2025-02-03T20:27:31.561Z,2025-02-03T20:27:31.561Z
